source,relation,target
D_205453aa,HAS_RISK,R_689c24e3
D_205453aa,HAS_RISK,R_460b0337
D_205453aa,HAS_RISK,R_b104623d
D_205453aa,HAS_RISK,R_29f12844
D_205453aa,TREATED_BY,T_b774f1c1
D_205453aa,TREATED_BY,T_3c02e11e
D_205453aa,TREATED_BY,T_695c2fab
D_205453aa,TREATED_BY,T_86424676
D_205453aa,DIAGNOSED_BY,T_f4512f5d
D_205453aa,DIAGNOSED_BY,T_f1b0892e
D_205453aa,DIAGNOSED_BY,T_01bb2476
D_205453aa,DIAGNOSED_BY,T_cadb15a8
D_205453aa,DIAGNOSED_BY,T_cad12b58
D_205453aa,DIAGNOSED_BY,T_ee7809d1
D_205453aa,DIAGNOSED_BY,T_86247fb4
D_205453aa,DIAGNOSED_BY,T_043148e4
D_205453aa,HAS_COMPLICATION,C_028b1f23
D_205453aa,HAS_COMPLICATION,C_dac537a4
D_205453aa,HAS_COMPLICATION,C_cf7716b5
D_205453aa,HAS_COMPLICATION,C_d124bd0f
D_205453aa,HAS_COMPLICATION,C_036310e8
D_205453aa,HAS_COMPLICATION,C_26b178ed
D_205453aa,HAS_COMPLICATION,C_ef6c5aad
D_205453aa,HAS_COMPLICATION,C_c5e5d1e5
D_205453aa,HAS_COMPLICATION,C_a96dd929
D_205453aa,HAS_COMPLICATION,C_45f624ee
D_205453aa,HAS_COMPLICATION,C_d34598aa
D_205453aa,HAS_COMPLICATION,C_0e92d1ba
D_205453aa,HAS_COMPLICATION,C_5184610f
D_205453aa,PREVENTED_BY,P_5d35339e
D_205453aa,PREVENTED_BY,P_9716acd7
D_205453aa,PREVENTED_BY,P_77f1fde8
D_205453aa,PREVENTED_BY,P_c13454fb
D_205453aa,PREVENTED_BY,P_d7efc8f7
D_205453aa,PREVENTED_BY,P_d253efa3
D_205453aa,PREVENTED_BY,P_20959e0b
D_205453aa,PREVENTED_BY,P_11d5f206
D_205453aa,PREVENTED_BY,P_3f1e000f
D_205453aa,PREVENTED_BY,P_327b7187
D_205453aa,PREVENTED_BY,P_b132c9ba
D_205453aa,PREVENTED_BY,P_1da30293
D_205453aa,PREVENTED_BY,P_6e961b59
D_210f7731,HAS_CAUSE,C_fbe2fc8a
D_210f7731,HAS_CAUSE,C_50c1f4ed
D_210f7731,HAS_CAUSE,C_835aae21
D_210f7731,HAS_CAUSE,C_820f6eda
D_210f7731,HAS_CAUSE,C_68f362da
D_210f7731,HAS_CAUSE,C_47ac8a29
D_210f7731,HAS_CAUSE,C_450f133f
D_210f7731,HAS_CAUSE,C_bec3254e
D_210f7731,HAS_CAUSE,C_2f88e7c8
D_210f7731,HAS_CAUSE,C_3e026173
D_210f7731,HAS_CAUSE,C_7916d9b5
D_210f7731,HAS_CAUSE,C_25506a3d
D_210f7731,HAS_CAUSE,C_d3880354
D_210f7731,HAS_CAUSE,C_bda5fed1
D_210f7731,TREATED_BY,T_00ccba61
D_210f7731,TREATED_BY,T_da0fe76a
D_210f7731,TREATED_BY,T_c4619f59
D_210f7731,TREATED_BY,T_b1e323e6
D_210f7731,TREATED_BY,T_e73843ef
D_210f7731,TREATED_BY,T_2060c2ee
D_210f7731,TREATED_BY,T_ffa3c3c3
D_210f7731,TREATED_BY,T_0e71e830
D_210f7731,TREATED_BY,T_e228186e
D_210f7731,DIAGNOSED_BY,T_11008b2b
D_210f7731,DIAGNOSED_BY,T_356ebb3b
D_210f7731,DIAGNOSED_BY,T_119dc37c
D_210f7731,HAS_COMPLICATION,C_be319faf
D_210f7731,PREVENTED_BY,P_5a8f814d
D_e62c77af,HAS_SYMPTOM,S_f1da91b2
D_e62c77af,HAS_SYMPTOM,S_fe4194d9
D_e62c77af,HAS_CAUSE,C_ca0d2b86
D_e62c77af,HAS_CAUSE,C_f4157cc9
D_e62c77af,HAS_CAUSE,C_65b8d0e0
D_e62c77af,TREATED_BY,T_4ece46a3
D_e62c77af,TREATED_BY,T_e6dbd802
D_e62c77af,TREATED_BY,T_735e8ba6
D_e62c77af,TREATED_BY,T_c70efe63
D_e62c77af,TREATED_BY,T_98c61695
D_e62c77af,TREATED_BY,T_4de8c375
D_e62c77af,TREATED_BY,T_dd28deac
D_e62c77af,TREATED_BY,T_26cbe80b
D_e62c77af,TREATED_BY,T_8358c388
D_e62c77af,TREATED_BY,T_4597793d
D_e62c77af,TREATED_BY,T_cf268515
D_e62c77af,DIAGNOSED_BY,T_ecd75dc9
D_e62c77af,DIAGNOSED_BY,T_ac24a89e
D_e62c77af,DIAGNOSED_BY,T_e0171e9d
D_e62c77af,DIAGNOSED_BY,T_14ffdf5b
D_e62c77af,DIAGNOSED_BY,T_c6c164f5
D_e62c77af,DIAGNOSED_BY,T_7b77bb77
D_e62c77af,DIAGNOSED_BY,T_1cc2e445
D_076513ca,HAS_SYMPTOM,S_4b935b58
D_076513ca,HAS_SYMPTOM,S_3fb167a4
D_076513ca,HAS_SYMPTOM,S_72f54e66
D_076513ca,HAS_SYMPTOM,S_faf17de2
D_076513ca,HAS_SYMPTOM,S_b8984a4e
D_076513ca,HAS_SYMPTOM,S_7a4146fe
D_076513ca,HAS_SYMPTOM,S_aff6bd09
D_076513ca,HAS_SYMPTOM,S_5743941a
D_076513ca,HAS_SYMPTOM,S_a83dfbdf
D_076513ca,HAS_CAUSE,C_88d3f694
D_076513ca,HAS_CAUSE,C_bdb81af9
D_076513ca,HAS_CAUSE,C_bd9bee6e
D_076513ca,TREATED_BY,T_a3f0b81a
D_076513ca,TREATED_BY,T_954da763
D_076513ca,TREATED_BY,T_83a7dde1
D_076513ca,TREATED_BY,T_cd932a02
D_076513ca,TREATED_BY,T_f2fd3fc3
D_076513ca,TREATED_BY,T_1d219ff8
D_076513ca,DIAGNOSED_BY,T_4751f538
D_86f1d8a5,HAS_SYMPTOM,S_b4e075ab
D_86f1d8a5,HAS_SYMPTOM,S_a166b90f
D_86f1d8a5,HAS_SYMPTOM,S_d2d69e76
D_86f1d8a5,HAS_SYMPTOM,S_853e20cb
D_86f1d8a5,HAS_SYMPTOM,S_9b05e0fa
D_86f1d8a5,HAS_SYMPTOM,S_21ef1b34
D_86f1d8a5,HAS_SYMPTOM,S_3185471c
D_86f1d8a5,HAS_SYMPTOM,S_aedcbedd
D_86f1d8a5,HAS_SYMPTOM,S_1a03ec12
D_86f1d8a5,HAS_SYMPTOM,S_19fa2aa2
D_86f1d8a5,HAS_CAUSE,C_b399da5d
D_86f1d8a5,HAS_CAUSE,C_6dd2fa84
D_86f1d8a5,HAS_CAUSE,C_786a12d9
D_86f1d8a5,HAS_CAUSE,C_13365e17
D_86f1d8a5,HAS_CAUSE,C_65407725
D_86f1d8a5,HAS_CAUSE,C_e8a959e3
D_86f1d8a5,HAS_CAUSE,C_3fbab3aa
D_86f1d8a5,HAS_CAUSE,C_44ae1acd
D_86f1d8a5,HAS_CAUSE,C_6dedecac
D_86f1d8a5,HAS_CAUSE,C_9d7625c7
D_86f1d8a5,HAS_CAUSE,C_caacf053
D_86f1d8a5,HAS_CAUSE,C_a743343d
D_86f1d8a5,HAS_CAUSE,C_0e5050b7
D_86f1d8a5,HAS_CAUSE,C_1412cd9f
D_86f1d8a5,HAS_CAUSE,C_a0c0e226
D_86f1d8a5,HAS_CAUSE,C_6d711608
D_86f1d8a5,HAS_CAUSE,C_ecd75b3b
D_86f1d8a5,HAS_CAUSE,C_21cdd5a6
D_86f1d8a5,HAS_CAUSE,C_9ed42faf
D_86f1d8a5,HAS_CAUSE,C_e8b4b62b
D_86f1d8a5,HAS_RISK,R_cecb8a43
D_86f1d8a5,HAS_RISK,R_7eff5e51
D_86f1d8a5,HAS_RISK,R_8d63d463
D_86f1d8a5,HAS_RISK,R_97bcb695
D_86f1d8a5,TREATED_BY,T_1513556d
D_86f1d8a5,TREATED_BY,T_f71a1e3b
D_86f1d8a5,TREATED_BY,T_0e6e7295
D_86f1d8a5,TREATED_BY,T_097d8b8c
D_86f1d8a5,TREATED_BY,T_d050e7a2
D_86f1d8a5,TREATED_BY,T_e2366e8c
D_86f1d8a5,TREATED_BY,T_9e9ba4b1
D_86f1d8a5,DIAGNOSED_BY,T_ca3f7bf2
D_86f1d8a5,HAS_COMPLICATION,C_ace84d46
D_4eab2260,HAS_SYMPTOM,S_aff3b288
D_4eab2260,HAS_SYMPTOM,S_123a18ab
D_4eab2260,HAS_CAUSE,C_4e566a7a
D_4eab2260,HAS_CAUSE,C_a7007dbc
D_4eab2260,HAS_CAUSE,C_64d7ac04
D_4eab2260,HAS_CAUSE,C_60e1305d
D_4eab2260,HAS_CAUSE,C_83d6a1f3
D_4eab2260,HAS_CAUSE,C_362d4b01
D_4eab2260,HAS_CAUSE,C_54d563f1
D_4eab2260,HAS_CAUSE,C_0d13f02b
D_4eab2260,HAS_CAUSE,C_464fca26
D_4eab2260,HAS_CAUSE,C_5709dd61
D_4eab2260,HAS_CAUSE,C_8c6163bb
D_4eab2260,HAS_CAUSE,C_ed594b88
D_4eab2260,HAS_CAUSE,C_9ef60812
D_4eab2260,HAS_RISK,R_712fbd4f
D_4eab2260,HAS_RISK,R_52749f97
D_4eab2260,HAS_RISK,R_31c187e2
D_4eab2260,HAS_RISK,R_50705dfd
D_4eab2260,HAS_RISK,R_53ff593e
D_4eab2260,HAS_RISK,R_5ec46d4d
D_4eab2260,HAS_RISK,R_129b383b
D_4eab2260,PREVENTED_BY,P_d64efca4
D_4eab2260,PREVENTED_BY,P_165d07a8
D_4eab2260,PREVENTED_BY,P_77335afc
D_4eab2260,PREVENTED_BY,P_ad80a5a1
D_4eab2260,PREVENTED_BY,P_d406025a
D_4eab2260,PREVENTED_BY,P_fcac1cec
D_4eab2260,PREVENTED_BY,P_5336023b
D_4eab2260,PREVENTED_BY,P_fb29828d
D_4eab2260,PREVENTED_BY,P_117ea23e
D_4eab2260,PREVENTED_BY,P_8238914a
D_4eab2260,PREVENTED_BY,P_23362ddd
D_4eab2260,PREVENTED_BY,P_676b4362
D_4eab2260,PREVENTED_BY,P_7d036fd3
D_4eab2260,PREVENTED_BY,P_86b91635
D_4eab2260,PREVENTED_BY,P_4ae30619
D_4eab2260,PREVENTED_BY,P_3f47b534
D_4eab2260,PREVENTED_BY,P_b125a2fb
D_44f33863,HAS_CAUSE,C_b5b06f39
D_44f33863,HAS_CAUSE,C_57a454a1
D_44f33863,HAS_CAUSE,C_37dff094
D_44f33863,HAS_CAUSE,C_b61c437e
D_44f33863,HAS_CAUSE,C_c3951da3
D_44f33863,TREATED_BY,T_8c115bc8
D_44f33863,TREATED_BY,T_5998459c
D_44f33863,TREATED_BY,T_3bcb6d33
D_44f33863,TREATED_BY,T_1bd1e88f
D_44f33863,DIAGNOSED_BY,T_ac30f007
D_44f33863,PREVENTED_BY,P_cbbf31e3
D_a5b1138d,HAS_SYMPTOM,S_ef57ebac
D_a5b1138d,HAS_SYMPTOM,S_60b1765a
D_a5b1138d,HAS_SYMPTOM,S_87f9f403
D_a5b1138d,HAS_SYMPTOM,S_22647d9a
D_a5b1138d,HAS_SYMPTOM,S_3ddbca75
D_a5b1138d,HAS_SYMPTOM,S_7036dff8
D_a5b1138d,HAS_SYMPTOM,S_4e2c5639
D_a5b1138d,HAS_SYMPTOM,S_23326a09
D_a5b1138d,HAS_SYMPTOM,S_c2e05e67
D_a5b1138d,HAS_SYMPTOM,S_4e746ee1
D_a5b1138d,HAS_SYMPTOM,S_60eb70ad
D_a5b1138d,HAS_SYMPTOM,S_23e966f5
D_a5b1138d,HAS_SYMPTOM,S_9ec5a96b
D_a5b1138d,HAS_SYMPTOM,S_0e477814
D_a5b1138d,HAS_SYMPTOM,S_864c4449
D_a5b1138d,HAS_SYMPTOM,S_fc12299a
D_a5b1138d,HAS_SYMPTOM,S_ddcea683
D_a5b1138d,HAS_SYMPTOM,S_94a5fc7a
D_a5b1138d,HAS_SYMPTOM,S_89fee40f
D_a5b1138d,HAS_SYMPTOM,S_c39dad01
D_a5b1138d,HAS_SYMPTOM,S_9bd15a93
D_a5b1138d,HAS_SYMPTOM,S_84faaadd
D_a5b1138d,HAS_CAUSE,C_27de6f23
D_a5b1138d,HAS_CAUSE,C_fc98b483
D_a5b1138d,HAS_CAUSE,C_61c2c6d9
D_a5b1138d,HAS_CAUSE,C_197ccbf9
D_a5b1138d,HAS_CAUSE,C_871388a2
D_a5b1138d,HAS_CAUSE,C_b3695e7b
D_a5b1138d,HAS_CAUSE,C_78945b83
D_a5b1138d,HAS_CAUSE,C_79b5531d
D_a5b1138d,HAS_CAUSE,C_4481645f
D_a5b1138d,HAS_CAUSE,C_9dfdfa66
D_a5b1138d,HAS_CAUSE,C_61af518d
D_a5b1138d,HAS_CAUSE,C_9263dc92
D_a5b1138d,HAS_CAUSE,C_99e8140c
D_a5b1138d,HAS_CAUSE,C_5518741f
D_a5b1138d,HAS_RISK,R_dcf45160
D_a5b1138d,HAS_RISK,R_dda3ffa8
D_a5b1138d,HAS_RISK,R_fed768e1
D_a5b1138d,HAS_RISK,R_6c6404c2
D_a5b1138d,HAS_RISK,R_6fc61e7e
D_a5b1138d,HAS_RISK,R_a81b8057
D_a5b1138d,PREVENTED_BY,P_f19482d8
D_a5b1138d,PREVENTED_BY,P_5e7a0a58
D_a5b1138d,PREVENTED_BY,P_825e2ddf
D_a5b1138d,PREVENTED_BY,P_93598bcc
D_a5b1138d,PREVENTED_BY,P_ff30558a
D_a5b1138d,PREVENTED_BY,P_0b51fb8e
D_a5b1138d,PREVENTED_BY,P_818fad57
D_a5b1138d,PREVENTED_BY,P_db31c201
D_a5b1138d,PREVENTED_BY,P_4c390e67
D_1c7ac5ba,HAS_SYMPTOM,S_1a67af9b
D_1c7ac5ba,HAS_SYMPTOM,S_786f8526
D_1c7ac5ba,HAS_SYMPTOM,S_97b9dc84
D_1c7ac5ba,HAS_SYMPTOM,S_e6cc82e9
D_1c7ac5ba,HAS_SYMPTOM,S_0df14b51
D_1c7ac5ba,HAS_SYMPTOM,S_092548be
D_1c7ac5ba,HAS_SYMPTOM,S_c1d1b800
D_1c7ac5ba,HAS_SYMPTOM,S_3cd448de
D_1c7ac5ba,HAS_CAUSE,C_2d7a2b38
D_1c7ac5ba,HAS_CAUSE,C_e697b166
D_1c7ac5ba,HAS_CAUSE,C_dec7f122
D_1c7ac5ba,HAS_CAUSE,C_5234cd2b
D_1c7ac5ba,HAS_CAUSE,C_c5fb2345
D_1c7ac5ba,HAS_CAUSE,C_3ca59501
D_1c7ac5ba,HAS_CAUSE,C_e52f5758
D_1c7ac5ba,HAS_CAUSE,C_6068155d
D_1c7ac5ba,HAS_CAUSE,C_53fb020c
D_1c7ac5ba,HAS_CAUSE,C_22678bad
D_1c7ac5ba,HAS_CAUSE,C_67e6101b
D_1c7ac5ba,HAS_CAUSE,C_e92fd6b7
D_1c7ac5ba,HAS_CAUSE,C_8e71cb0e
D_1c7ac5ba,HAS_CAUSE,C_0efe51bd
D_1c7ac5ba,HAS_CAUSE,C_1a26a074
D_1c7ac5ba,HAS_CAUSE,C_ec6a25a9
D_1c7ac5ba,HAS_CAUSE,C_dbae6c7d
D_1c7ac5ba,HAS_RISK,R_e92c3b2d
D_1c7ac5ba,HAS_RISK,R_1d3832b0
D_1c7ac5ba,HAS_RISK,R_d276a95f
D_1c7ac5ba,TREATED_BY,T_045f8091
D_1c7ac5ba,TREATED_BY,T_7038e844
D_1c7ac5ba,TREATED_BY,T_6bf06ec5
D_1c7ac5ba,TREATED_BY,T_6a32c8fa
D_1c7ac5ba,TREATED_BY,T_e91186dc
D_1c7ac5ba,TREATED_BY,T_a291bc0d
D_1c7ac5ba,TREATED_BY,T_5801c97d
D_1c7ac5ba,DIAGNOSED_BY,T_88d9e9a6
D_1c7ac5ba,DIAGNOSED_BY,T_3443fc9a
D_1c7ac5ba,DIAGNOSED_BY,T_e10043a3
D_1c7ac5ba,DIAGNOSED_BY,T_95d511b3
D_1c7ac5ba,PREVENTED_BY,P_38b13874
D_1c7ac5ba,PREVENTED_BY,P_d340c386
D_1c7ac5ba,PREVENTED_BY,P_b00bc76e
D_1c7ac5ba,PREVENTED_BY,P_b44cbd4d
D_1c7ac5ba,PREVENTED_BY,P_ad80a5a1
D_1c7ac5ba,PREVENTED_BY,P_27252a5f
D_1c7ac5ba,PREVENTED_BY,P_d41c5ddc
D_1c7ac5ba,PREVENTED_BY,P_4fd599ee
D_1c7ac5ba,PREVENTED_BY,P_8622f0ad
D_1c7ac5ba,PREVENTED_BY,P_1069fe04
D_1c7ac5ba,PREVENTED_BY,P_39746040
D_1c7ac5ba,PREVENTED_BY,P_29f49682
D_1c7ac5ba,PREVENTED_BY,P_d34fdfa5
D_1c7ac5ba,PREVENTED_BY,P_bf8a40bd
D_1c7ac5ba,PREVENTED_BY,P_d59c834c
D_1c7ac5ba,PREVENTED_BY,P_e9d29421
D_1c7ac5ba,PREVENTED_BY,P_0374c220
D_1c7ac5ba,PREVENTED_BY,P_97f7a62d
D_015a81e2,HAS_SYMPTOM,S_51567e94
D_015a81e2,HAS_SYMPTOM,S_51de534b
D_015a81e2,HAS_SYMPTOM,S_675e4257
D_015a81e2,HAS_SYMPTOM,S_5602326a
D_015a81e2,HAS_SYMPTOM,S_7c012869
D_015a81e2,HAS_SYMPTOM,S_cb62f804
D_015a81e2,HAS_CAUSE,C_276d8070
D_015a81e2,HAS_RISK,R_9c453fdd
D_015a81e2,HAS_RISK,R_a23650b7
D_015a81e2,HAS_RISK,R_75bf93a1
D_015a81e2,PREVENTED_BY,P_f783b65f
D_015a81e2,PREVENTED_BY,P_920daf82
D_015a81e2,PREVENTED_BY,P_ddd18d27
D_015a81e2,PREVENTED_BY,P_3259d19d
D_015a81e2,PREVENTED_BY,P_44add2b4
D_015a81e2,PREVENTED_BY,P_3ca88531
D_015a81e2,PREVENTED_BY,P_06ee3eee
D_a864d69a,HAS_SYMPTOM,S_3eba28e8
D_a864d69a,HAS_SYMPTOM,S_e4f8edec
D_a864d69a,HAS_SYMPTOM,S_61adbe54
D_a864d69a,HAS_SYMPTOM,S_5007949b
D_a864d69a,HAS_SYMPTOM,S_0a1173ec
D_a864d69a,HAS_SYMPTOM,S_dff9a5ea
D_a864d69a,HAS_SYMPTOM,S_9a50869c
D_a864d69a,HAS_SYMPTOM,S_4e816ecc
D_a864d69a,HAS_SYMPTOM,S_19e11e81
D_a864d69a,HAS_SYMPTOM,S_c6ad762c
D_a864d69a,HAS_SYMPTOM,S_3f6a94e7
D_a864d69a,HAS_SYMPTOM,S_494c3710
D_a864d69a,HAS_SYMPTOM,S_686ffd1f
D_a864d69a,HAS_SYMPTOM,S_75e0b3a4
D_a864d69a,HAS_SYMPTOM,S_1148d4ba
D_a864d69a,HAS_SYMPTOM,S_9922cbcb
D_a864d69a,HAS_SYMPTOM,S_7c4bfbcd
D_a864d69a,HAS_SYMPTOM,S_9caaa31c
D_a864d69a,HAS_SYMPTOM,S_ce2f2d50
D_a864d69a,HAS_SYMPTOM,S_72ff5687
D_a864d69a,HAS_SYMPTOM,S_ff72c34c
D_a864d69a,HAS_CAUSE,C_d4528949
D_a864d69a,HAS_CAUSE,C_459e077a
D_a864d69a,HAS_RISK,R_ff3136a5
D_a864d69a,HAS_RISK,R_2888bb4a
D_a864d69a,HAS_RISK,R_91fda1bc
D_a864d69a,HAS_RISK,R_9a7129a6
D_a864d69a,HAS_RISK,R_110d61b6
D_a864d69a,HAS_RISK,R_60a8fbb0
D_a864d69a,HAS_RISK,R_ebb2708b
D_a864d69a,HAS_RISK,R_62960e6e
D_a864d69a,HAS_RISK,R_e0618817
D_a864d69a,PREVENTED_BY,P_f92261f3
D_a864d69a,PREVENTED_BY,P_7fab474b
D_a864d69a,PREVENTED_BY,P_f296c464
D_a864d69a,PREVENTED_BY,P_ff513c63
D_a864d69a,PREVENTED_BY,P_eaf661d8
D_a864d69a,PREVENTED_BY,P_ca8e480b
D_a864d69a,PREVENTED_BY,P_ad8206b1
D_a864d69a,PREVENTED_BY,P_13f1a7ec
D_a864d69a,PREVENTED_BY,P_0d81c5f0
D_a864d69a,PREVENTED_BY,P_5529e5c5
D_a864d69a,PREVENTED_BY,P_8cafae2a
D_a864d69a,PREVENTED_BY,P_aed30506
D_a864d69a,PREVENTED_BY,P_8f4ce052
D_a864d69a,PREVENTED_BY,P_66ae033d
D_a864d69a,PREVENTED_BY,P_06b73b2a
D_a864d69a,PREVENTED_BY,P_c46caaab
D_a864d69a,PREVENTED_BY,P_78b0702d
D_a864d69a,PREVENTED_BY,P_1e783019
D_a864d69a,PREVENTED_BY,P_8766c52e
D_a864d69a,PREVENTED_BY,P_cd9dc59c
D_a864d69a,PREVENTED_BY,P_a0efb4f4
D_a864d69a,PREVENTED_BY,P_3a112710
D_a864d69a,PREVENTED_BY,P_a95668cd
D_a864d69a,PREVENTED_BY,P_2126f134
D_66f66b6f,HAS_SYMPTOM,S_92655ba9
D_66f66b6f,HAS_SYMPTOM,S_9e413665
D_66f66b6f,HAS_SYMPTOM,S_0987407a
D_66f66b6f,HAS_SYMPTOM,S_b62fc8c2
D_66f66b6f,HAS_SYMPTOM,S_c1206c2a
D_66f66b6f,HAS_SYMPTOM,S_218bf38c
D_66f66b6f,HAS_SYMPTOM,S_bdc881c6
D_66f66b6f,HAS_SYMPTOM,S_0133f050
D_66f66b6f,HAS_CAUSE,C_43fdbf1a
D_66f66b6f,HAS_CAUSE,C_72ce5899
D_66f66b6f,HAS_CAUSE,C_8583ca40
D_66f66b6f,HAS_CAUSE,C_8ef7a346
D_66f66b6f,HAS_CAUSE,C_3dbd843f
D_66f66b6f,HAS_CAUSE,C_c7301ab2
D_66f66b6f,HAS_CAUSE,C_70469c98
D_66f66b6f,HAS_CAUSE,C_1a5ab256
D_66f66b6f,HAS_CAUSE,C_73bb204c
D_66f66b6f,HAS_CAUSE,C_64eae4e8
D_66f66b6f,HAS_CAUSE,C_25670901
D_66f66b6f,HAS_CAUSE,C_65d1939c
D_66f66b6f,HAS_CAUSE,C_c0799ca1
D_66f66b6f,HAS_CAUSE,C_cea33e47
D_66f66b6f,HAS_CAUSE,C_340c6f76
D_66f66b6f,HAS_CAUSE,C_25d5b144
D_66f66b6f,HAS_RISK,R_226dc5c7
D_66f66b6f,HAS_RISK,R_334c2654
D_66f66b6f,HAS_RISK,R_ea551528
D_66f66b6f,HAS_RISK,R_fffe3544
D_66f66b6f,HAS_RISK,R_6fedf62e
D_66f66b6f,HAS_RISK,R_ea1c2bbe
D_66f66b6f,HAS_RISK,R_83f2f19a
D_66f66b6f,PREVENTED_BY,P_426772c2
D_66f66b6f,PREVENTED_BY,P_d119b73c
D_66f66b6f,PREVENTED_BY,P_8c80b754
D_66f66b6f,PREVENTED_BY,P_40dacf35
D_66f66b6f,PREVENTED_BY,P_ad80a5a1
D_66f66b6f,PREVENTED_BY,P_a223397b
D_66f66b6f,PREVENTED_BY,P_8d916837
D_66f66b6f,PREVENTED_BY,P_7b703f57
D_66f66b6f,PREVENTED_BY,P_e1443070
D_66f66b6f,PREVENTED_BY,P_e7142422
D_66f66b6f,PREVENTED_BY,P_33ab3dfd
D_66f66b6f,PREVENTED_BY,P_9a6162aa
D_66f66b6f,PREVENTED_BY,P_b79c5f27
D_66f66b6f,PREVENTED_BY,P_1b29e096
D_66f66b6f,PREVENTED_BY,P_f979039f
D_66f66b6f,PREVENTED_BY,P_7b2d9791
D_66f66b6f,PREVENTED_BY,P_dbebd028
D_9233ae68,HAS_SYMPTOM,S_1279e3e9
D_9233ae68,HAS_CAUSE,C_9d2d8bc2
D_9233ae68,HAS_CAUSE,C_5ef4dccd
D_9233ae68,HAS_CAUSE,C_b3fc1ef2
D_9233ae68,HAS_CAUSE,C_ed46c8d1
D_9233ae68,HAS_CAUSE,C_f29dac88
D_9233ae68,HAS_CAUSE,C_0f5aea93
D_9233ae68,HAS_CAUSE,C_2c19a4d5
D_9233ae68,HAS_CAUSE,C_6ac68049
D_9233ae68,HAS_CAUSE,C_0c3da82e
D_9233ae68,HAS_CAUSE,C_5a4fca76
D_9233ae68,HAS_CAUSE,C_96995760
D_9233ae68,HAS_CAUSE,C_063151e4
D_9233ae68,HAS_CAUSE,C_73150670
D_9233ae68,HAS_CAUSE,C_53657ae3
D_9233ae68,HAS_CAUSE,C_9106017e
D_9233ae68,HAS_CAUSE,C_08bbc45d
D_9233ae68,HAS_CAUSE,C_4f3b23f4
D_9233ae68,HAS_CAUSE,C_53e78c94
D_9233ae68,HAS_CAUSE,C_98f3b23c
D_9233ae68,HAS_CAUSE,C_73fbc5b8
D_9233ae68,HAS_CAUSE,C_bc61b941
D_9233ae68,HAS_CAUSE,C_570c0901
D_9233ae68,HAS_RISK,R_42799d76
D_9233ae68,TREATED_BY,T_3659002b
D_9233ae68,TREATED_BY,T_c4ba8b46
D_9233ae68,TREATED_BY,T_3ffa00eb
D_9233ae68,TREATED_BY,T_8c8adf34
D_9233ae68,TREATED_BY,T_025b0347
D_9233ae68,TREATED_BY,T_c852c3c6
D_9233ae68,TREATED_BY,T_3b489b09
D_9233ae68,TREATED_BY,T_afbc62ef
D_9233ae68,TREATED_BY,T_3938b77c
D_9233ae68,TREATED_BY,T_ccb2155a
D_9233ae68,TREATED_BY,T_63165b77
D_9233ae68,TREATED_BY,T_3a16379d
D_9233ae68,TREATED_BY,T_0f0e2c71
D_9233ae68,TREATED_BY,T_748111ae
D_9233ae68,TREATED_BY,T_b00b1d46
D_9233ae68,TREATED_BY,T_d99c35b2
D_9233ae68,TREATED_BY,T_7f7ba446
D_9233ae68,TREATED_BY,T_fa919769
D_9233ae68,TREATED_BY,T_824b81a1
D_9233ae68,TREATED_BY,T_543298c8
D_9233ae68,TREATED_BY,T_94011351
D_9233ae68,TREATED_BY,T_2216bf56
D_9233ae68,TREATED_BY,T_ef813008
D_9233ae68,TREATED_BY,T_1f9ebdbb
D_9233ae68,TREATED_BY,T_66ddc69f
D_9233ae68,TREATED_BY,T_d809806f
D_9233ae68,DIAGNOSED_BY,T_63240d38
D_9233ae68,PREVENTED_BY,P_d4ce8f69
D_9233ae68,PREVENTED_BY,P_ac175400
D_9233ae68,PREVENTED_BY,P_1ba4ec7c
D_9233ae68,PREVENTED_BY,P_67644fd4
D_9233ae68,PREVENTED_BY,P_6dc17b97
D_9233ae68,PREVENTED_BY,P_5b64e436
D_9233ae68,PREVENTED_BY,P_91aee124
D_9233ae68,PREVENTED_BY,P_46405aed
D_9233ae68,PREVENTED_BY,P_0c7ad354
D_9233ae68,PREVENTED_BY,P_a9d9e12f
D_9233ae68,PREVENTED_BY,P_2dffc908
D_9233ae68,PREVENTED_BY,P_f2a034bd
D_9233ae68,PREVENTED_BY,P_bd565a85
D_9233ae68,PREVENTED_BY,P_1d96b77a
D_9233ae68,PREVENTED_BY,P_574f41d0
D_9233ae68,PREVENTED_BY,P_7bf456d5
D_9233ae68,PREVENTED_BY,P_4283732b
D_9233ae68,PREVENTED_BY,P_437e25bb
D_9233ae68,PREVENTED_BY,P_fc49e211
D_9233ae68,PREVENTED_BY,P_10081818
D_9233ae68,PREVENTED_BY,P_158ab7f2
D_9233ae68,PREVENTED_BY,P_36a3f7df
D_9233ae68,PREVENTED_BY,P_9605e780
D_9233ae68,PREVENTED_BY,P_3c7fb438
D_0b51c24f,HAS_SYMPTOM,S_2a675ac2
D_0b51c24f,HAS_SYMPTOM,S_047119ea
D_0b51c24f,HAS_CAUSE,C_849a6127
D_0b51c24f,HAS_CAUSE,C_cdd39cba
D_0b51c24f,HAS_CAUSE,C_9ad26634
D_0b51c24f,HAS_CAUSE,C_ae62648e
D_0b51c24f,HAS_CAUSE,C_bd869ed3
D_0b51c24f,HAS_CAUSE,C_44335569
D_0b51c24f,HAS_CAUSE,C_bdf6bad7
